Platform,Domain,Linkedin Company Page,Country,,Continent,Total,Max,Min,Months,,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2
PrestaShop,https://bikerzedge.com/,no url,India,,,"$4.800,00","$300,00","$300,00",15,,,,,,,,,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300
PrestaShop,https://pasamaneriads.com/,https://es.linkedin.com/company/cintas-y-pasamaneria-s-a,,Website is down,,"$3.000,00","$300,00","$100,00",15,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$300,$300,$300,$300,$300,$300,$300
PrestaShop,https://digitalkolsaati.com/,no url,,Website is down,,"$3.200,00","$200,00","$200,00",15,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://bhshoping.com/,no url,Bosnia and Herzegovina,,EU,"$1.600,00","$100,00","$100,00",15,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://logicprohelp.com/,no url,United States,,,"$1.550,00","$200,00","$50,00",15,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$200,$200,$200,$200,$200
WooCommerce,https://northcoastkeyless.com/,https://www.linkedin.com/company/northcoast-keyless,United States,,,"$1.050,00","$100,00","$50,00",15,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$100,$100,$100,$100,$100
WooCommerce,https://airlinegeeks.com/,https://www.linkedin.com/company/airlinegeeks.com,United States,,,"$800,00","$50,00","$50,00",15,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.nudient.se,no url,Sweden,,EU,"$12.400,00","$800,00","$600,00",15,,,,,,,,,$600,$600,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800
Shopify,https://sandtique-rare-printsandmaps.com/,no url,United States,,,"$11.100,00","$900,00","$600,00",15,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$900,$900,$900,$900,$900
Shopify,https://www.mg007.co.uk/,https://www.linkedin.com/company/mg007-co-uk/about/,United Kingdom,,EU,"$23.600,00","$1.800,00","$1.200,00",15,,,,,,,,,$1.20,$1.20,$1.30,$1.30,$1.30,$1.80,$1.20,$1.20,$1.20,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70
WooCommerce,https://financial-calculators.com/,no url,United States,,,"$650,00","$50,00","$0,00",12,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$ -,$ -,$ -
Magento,https://ketosports.com/,https://www.linkedin.com/company/ketosports/,United States,,,"$6.400,00","$400,00","$400,00",15,,,,,,,,,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
Magento,https://mirasvit.com/,https://www.linkedin.com/company/mirasvit,Ukraine,,,"$16.400,00","$1.100,00","$1.000,00",15,,,,,,,,,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.10,$1.10,$1.10,$1.10
PrestaShop,https://bryanexclusive.com/,no url,Indonesia,,,"$1.600,00","$100,00","$100,00",15,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://wyrmwoodgaming.com/,no url,United States,,,"$800,00","$50,00","$50,00",15,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://guatecupones.com/,no url,,Website is under construction,,"$3.000,00","$200,00","$200,00",14,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://viimart.com/,no url,Singapore,,,"$10.500,00","$700,00","$700,00",14,,,,,,,,,,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700
Shopify,https://eveningisland.com/,https://www.linkedin.com/company/mariani-landscape,Singapore,,,"$10.500,00","$700,00","$700,00",14,,,,,,,,,,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700,$700
Shopify,https://www.anjaysdesigns.co/,no url,United States,,,"$10.000,00","$800,00","$600,00",14,,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$800,$800,$800,$800,$800
Magento,https://hollywooddj.com/,https://www.linkedin.com/company/hollywooddj-com,United States,,,"$7.200,00","$500,00","$400,00",14,,,,,,,,,,$400,$400,$400,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://iremedysupply.com/,https://www.linkedin.com/company/paquin-healthcare/,United States,,,"$7.500,00","$500,00","$500,00",14,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://delamaison.fr/,https://www.linkedin.com/company/delamaison-,France,,EU,"$7.500,00","$500,00","$500,00",14,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://veinlite.com/,https://www.linkedin.com/company/veinlite,United States,,,"$7.500,00","$500,00","$500,00",14,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Shopify,https://wazerparis.com,https://fr.linkedin.com/company/wazer-paris,France,,EU,"$25.200,00","$1.700,00","$1.500,00",14,,,,,,,,,,$1.50,$1.60,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70
Magento,https://orbitbaby.com/,https://www.linkedin.com/company/orbit-baby,United States,,,"$6.000,00","$400,00","$400,00",14,,,,,,,,,,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
Shopify,https://www.sortastuff.com/,https://www.linkedin.com/search/results/all/?keywords=Sorta%20Stuff%20Promo,United States,,,"$8.800,00","$600,00","$500,00",14,,,,,,,,,,$500,$500,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600
Magento,https://oswaldsupply.com/,https://www.linkedin.com/company/h.c.oswald-supply-co.-inc/about/,United States,,,"$12.500,00","$900,00","$400,00",14,,,,,,,,,,$400,$700,$700,$800,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900
Magento,https://nagchampa.com/,https://www.linkedin.com/company/nandi-imports/about/,United States,,,"$7.500,00","$500,00","$500,00",14,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://ietlabs.com/,https://www.linkedin.com/company/iet-labs-inc-,United States,,,"$21.600,00","$1.600,00","$500,00",14,,,,,,,,,,$500,$900,$1.00,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60
Magento,https://woodstream.com/,https://www.linkedin.com/company/woodstream-corporation,United States,,,"$8.700,00","$600,00","$500,00",14,,,,,,,,,,$600,$500,$500,$500,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600
Magento,https://stressnomore.co.uk/,https://www.linkedin.com/company/stressnomore/,United Kingdom,,EU,"$17.700,00","$1.200,00","$1.100,00",14,,,,,,,,,,$1.10,$1.10,$1.10,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20
Shopify,https://www.inxcy.com/,no url,United States,,,"$26.100,00","$1.900,00","$800,00",14,,,,,,,,,,$1.00,$800,$1.60,$1.80,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90,$1.90
Shopify,https://www.tishok.com/,no url,United States,,,"$41.400,00","$3.000,00","$2.200,00",14,,,,,,,,,,$2.20,$2.30,$2.30,$2.30,$3.00,$3.00,$3.00,$3.00,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90
PrestaShop,https://usexdolls.com/,no url,China,,,"$4.950,00","$400,00","$50,00",14,,,,,,,,,,$50,$50,$50,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
WooCommerce,https://colonclub.com/,https://www.linkedin.com/company/the-colon-club,United States,,,"$750,00","$50,00","$50,00",14,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.intersecure.co.uk,https://www.linkedin.com/company/intersecure-uk/,United Kingdom,,EU,"$20.300,00","$1.500,00","$1.200,00",14,,,,,,,,,,$1.20,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.40,$1.40,$1.50,$1.50,$1.40,$1.40,$1.40
Shopify,https://www.letsgetfishing.co.uk/,no url,United Kingdom,,EU,"$19.300,00","$1.300,00","$1.200,00",14,,,,,,,,,,$1.20,$1.20,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30,$1.30
Magento,https://gregghomme.com /,https://www.linkedin.com/company/gregg-homme,Canada,,,"$24.400,00","$1.800,00","$1.000,00",14,,,,,,,,,,$1.00,$1.50,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.80,$1.80,$1.80,$1.80,$1.70,$1.70,$1.70
Magento,https://meltdown2.magemojo.com/,no url,United States,,,"$18.400,00","$1.400,00","$900,00",14,,,,,,,,,,$900,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10,$1.40,$1.40,$1.40,$1.40,$1.40,$1.40,$1.40
PrestaShop,https://dev-pts-17.jmango360.com/,no url,United States,,,"$1.500,00","$100,00","$100,00",14,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
BigCommerce,https://stores.kecsupplies.com/,https://www.linkedin.com/company/kecsupplies-com/about/,United States,,,"$2.300,00","$200,00","$100,00",14,,,,,,,,,,$100,$200,$100,$100,$100,$100,$100,$100,$200,$200,$200,$200,$200,$200,$200
Magento,https://paylessdecor.com/,https://www.linkedin.com/company/payless-decor,United States,,,"$7.050,00","$500,00","$50,00",14,,,,,,,,,,$50,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://creativecrafthouse.com/,https://www.linkedin.com/company/creative-crafthouse,United States,,,"$1.800,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$200,$200,$200,$200
WooCommerce,https://purecbdvapors.com/,https://www.linkedin.com/company/pure-cbd-vapors,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://elultimoprecio.cl/,no url,Chile,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://primalpalate.com/,https://www.linkedin.com/company/primal-palate/,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://epiatza.ro/,no url,Romania,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://fast-to-buy-shop.de/,no url,Germany,,EU,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.alencorp.com/,https://www.linkedin.com/company/alen-corp,United States,,,"$36.100,00","$2.700,00","$2.100,00",13,,,,,,,,,,,$2.10,$2.40,$2.50,$2.60,$2.60,$2.60,$2.60,$2.60,$2.60,$2.70,$2.70,$2.70,$2.70,$2.70
WooCommerce,https://vrandfun.com/,https://www.linkedin.com/company/vr-and-fun,,Coulnd't find name of country,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://snorezing.com/,no url,,Coulnd't find name of country,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://migrationology.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://laptopcharger.in/,no url,India,,,"$1.350,00","$100,00","$50,00",13,,,,,,,,,,,$50,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://bio92.fr/,no url,France,,EU,"$2.650,00","$200,00","$50,00",13,,,,,,,,,,,$50,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
WooCommerce,https://mythcreants.com/,https://www.linkedin.com/company/mythcreants-llc/about/,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://wake-up.org/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://sb-tactical.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://foodzenie.com/,no url,Nepal,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://forgirlsbygirls.sk/,https://www.linkedin.com/company/sk,Slovakia,,EU,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://ovedecors.com/,https://www.linkedin.com/company/ove-decors,Canada,,,"$12.600,00","$900,00","$900,00",13,,,,,,,,,,,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900,$900
Magento,https://shop.galmeetsglam.com/,https://www.linkedin.com/search/results/all/?keywords=GalMeetsGlam.com,United States,,,"$24.300,00","$1.800,00","$1.500,00",13,,,,,,,,,,,$1.50,$1.50,$1.50,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80
PrestaShop,https://glamperfe.cz/,no url,Czech Republic,,EU,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://emwiworkshop.com/,no url,Poland,,EU,"$2.800,00","$200,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://garzanero.com/,no url,Spain,,EU,"$3.500,00","$300,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$300,$300,$300,$300,$300,$300,$300
Shopify,https://www.collegiumshoes.com/,no url,United States,,,"$8.400,00","$600,00","$600,00",13,,,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600
PrestaShop,https://houseofmode.org/,no url,Cameroon,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://justnowstore.com/,no url,India,,,"$2.800,00","$200,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://vistaflags.com/,https://www.linkedin.com/company/vista-products-inc.,United States,,,"$2.800,00","$200,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.supernaturalgoods.com/,no url,United States,,,"$8.400,00","$600,00","$600,00",13,,,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600,$600
WooCommerce,https://powertraindirect.com/,https://www.linkedin.com/company/powertrain-direct/about/,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://teknashop.com/,no url,Italy,,,"$4.200,00","$300,00","$300,00",13,,,,,,,,,,,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300
Magento,https://unleashedwheels.com/,https://www.linkedin.com/search/results/all/?keywords=Unleashed%20Wheels,United States,,,"$22.600,00","$1.800,00","$1.400,00",13,,,,,,,,,,,$1.40,$1.40,$1.40,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.60,$1.80,$1.80,$1.80,$1.80
PrestaShop,https://moddroe.com/,https://www.linkedin.com/company/moodle,Indonesia,,,"$2.500,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://leatherking.ca/,no url,Canada,,,"$4.700,00","$400,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
WooCommerce,https://tagsforhope.com/,https://www.linkedin.com/search/results/all/?keywords=TagsForHope,Canada,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://allergicliving.com/,https://www.linkedin.com/company/certistar/,Canada,,,"$2.350,00","$200,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
WooCommerce,https://adrenalfatiguesolution.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://beverlyhillsmd.com/,no url,United States,,,"$5.650,00","$500,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
WooCommerce,https://detroitaxle.com/,https://www.linkedin.com/company/detroit-axle,United States,,,"$4.550,00","$400,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
PrestaShop,https://inaspecialway.com/,no url,United Arab Emirates,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://fowllanguagecomics.com/,no url,,Website is down,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://ask-oracle.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://beyondthetent.com/,https://www.linkedin.com/search/results/all/?keywords=Beyond%20The%20Tent,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://jesscake.com.br/,no url,Brasil,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://funpets.cl/,no url,Chile,,,"$2.600,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://mediaxpress.net/,https://www.linkedin.com/company/media-xpress/about/,United States,,,"$5.000,00","$400,00","$100,00",13,,,,,,,,,,,$100,$100,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
PrestaShop,https://uvkart.com/,no url,India,,,"$1.900,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$200,$200,$200,$200,$200
PrestaShop,https://knygos.vgtu.lt/,no url,Lithuania,,EU,"$2.800,00","$200,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://vlaservicos.com.br/,no url,Brasil,,,"$1.700,00","$200,00","$100,00",13,,,,,,,,,,,$200,$200,$200,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://krislynn.net/,no url,,Site is down,,"$4.200,00","$300,00","$300,00",13,,,,,,,,,,,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300
PrestaShop,https://kidsbrend.com/,https://www.linkedin.com/company/rich-kids-brand,Azerbaijan,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://webshop.hairandbrains.com/,https://www.linkedin.com/company/new-e-webshop,Sweden,,EU,"$850,00","$100,00","$50,00",13,,,,,,,,,,,$100,$100,$100,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://compumerida.com.mx/,no url,Mexico,,,"$2.800,00","$200,00","$200,00",13,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.sullenclothing.com/,https://www.linkedin.com/company/sullen-clothing,United States,,,"$38.800,00","$3.200,00","$2.400,00",13,,,,,,,,,,,$2.40,$2.70,$2.70,$2.70,$2.70,$2.70,$2.70,$2.50,$2.50,$3.00,$3.20,$3.00,$3.00,$3.00
PrestaShop,https://klimatyzatory.sklep.pl/,no url,Poland,,EU,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://kraztech.ca/,no url,Canada,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://krpublicidade.com/,no url,Brasil,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://jiji.sg/,no url,Singapore,,,"$9.100,00","$800,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800,$800
PrestaShop,https://nyewshop.ru/,no url,Russia,,,"$2.500,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://padintrends.com/,https://www.linkedin.com/in/julianna-sesztak-70b751162/,United States,,,"$2.500,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://lollidot.com/,no url,Romania,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://lucthomas.com/,no url,,Site is down,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://morrismotley.com/,https://au.linkedin.com/company/morris-motley,Australia,,,"$40.800,00","$3.200,00","$2.700,00",13,,,,,,,,,,,$2.70,$2.70,$2.90,$3.20,$3.20,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90,$2.90
PrestaShop,https://contactlenses4us.com/,no url,United States,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://mamode.com.br/,no url,Brasil,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://mobiliabr.com.br/,no url,Brasil,,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://myshop.sisviluppa.com/,no url,,Site is down,,"$1.400,00","$100,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://raybuck.com/,https://www.linkedin.com/company/raybuck-construction-inc,United States,,,"$2.350,00","$200,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
WooCommerce,https://teachingmama.org/,no url,United States,,,"$5.050,00","$500,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$400,$400,$400,$400,$400,$400,$500,$500,$500,$500,$500
WooCommerce,https://shawneemissionpost.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://nerdarchy.com/,no url,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://freebiemom.com/,no url,,Couldn't find name of country,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://catchthemes.com/,https://www.linkedin.com/company/catch-themes/a,Nepal,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://lafeber.com/,https://www.linkedin.com/company/lafeber-co,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://blackberryfarmshop.com/,no url,United States,,,"$24.100,00","$1.900,00","$1.100,00",13,,,,,,,,,,,$1.10,$1.30,$1.60,$1.80,$1.80,$1.80,$1.80,$1.70,$1.70,$1.90,$1.90,$1.90,$1.90,$1.90
WooCommerce,https://awaytogarden.com/,https://www.linkedin.com/search/results/all/?keywords=awaytogarden.com,United States,,,"$700,00","$50,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://traveloffice.org/,https://www.linkedin.com/company/merang-traveloffice,United States,,,"$1.050,00","$100,00","$50,00",13,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$100,$100,$100,$100,$100,$100,$100
PrestaShop,https://tatilly.com/,no url,United States,,,"$2.100,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$200,$200,$200,$200,$200,$200,$200
Magento,https://soccervillage.com/,https://www.linkedin.com/company/soccer-village,United States,,,"$7.600,00","$700,00","$100,00",13,,,,,,,,,,,$100,$100,$500,$500,$500,$500,$500,$700,$700,$700,$700,$700,$700,$700
PrestaShop,https://glitterparadiseshop.com/,no url,,Website is under construction,,"$2.600,00","$200,00","$100,00",13,,,,,,,,,,,$100,$100,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://mobilityexpress.com/,https://www.linkedin.com/company/mobility-express-inc.,United States,,,"$3.800,00","$300,00","$100,00",13,,,,,,,,,,,$100,$100,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300
